CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,CLV,Segment
778,0,33,4,111063.73,2,1,0,83556.65,0,True,False,96152.5036505386,Low Value
757,0,30,6,161378.02,1,0,0,71926.28,1,True,False,74072.68435534454,Low Value
529,0,39,2,82766.43,1,1,1,122925.44,0,False,True,80317.75615704637,Low Value
620,1,29,9,0.0,2,1,0,13133.88,0,False,True,72082.22686865827,Low Value
615,0,61,1,104267.7,1,1,0,62845.64,1,False,False,44162.6854374162,Low Value
735,0,25,3,91718.8,1,0,0,28411.23,0,False,False,69167.35904167416,Low Value
705,0,47,3,63488.7,1,0,1,28640.92,1,False,True,42154.01928052298,Low Value
644,0,46,6,12459.19,1,0,0,156787.34,1,False,True,58629.81626049885,Low Value
505,0,37,6,159863.9,2,0,1,125307.87,0,True,False,129162.13651885152,Medium Value
471,1,23,6,104592.55,2,1,0,131736.23,0,True,False,85609.72154029626,Low Value
722,0,50,4,132088.59,1,1,1,128262.14,0,False,True,111000.18118614951,Medium Value
577,0,39,4,0.0,2,1,0,91366.42,0,False,True,65739.1155916119,Low Value
744,1,44,5,120654.68,1,1,0,82290.81,0,False,True,73925.3420930516,Low Value
573,0,30,6,0.0,2,1,0,66190.21,0,False,False,76163.38040550915,Low Value
653,0,32,4,83772.95,1,0,1,23920.65,0,False,False,80543.36117571683,Low Value
660,0,31,6,172325.67,1,0,1,45438.38,0,False,False,147921.06851028945,Medium Value
787,1,46,7,117685.31,2,1,1,93360.35,0,False,False,141557.82694492082,Medium Value
617,1,41,7,0.0,2,0,1,14496.67,0,False,False,88925.0669186882,Low Value
567,1,39,5,0.0,2,0,0,168521.72,0,False,False,62942.85555619179,Low Value
682,0,64,9,0.0,2,1,1,103318.44,0,False,True,106497.12510923651,Medium Value
684,1,35,6,135871.5,1,1,1,87219.41,0,False,False,126974.28529899949,Medium Value
447,1,41,3,0.0,4,1,1,197490.39,1,False,False,79497.6860569776,Low Value
625,0,49,4,128504.76,1,1,0,126812.63,1,True,False,63247.93231435772,Low Value
585,1,36,7,0.0,2,1,0,94283.09,0,False,False,78591.76708981475,Low Value
516,0,42,8,56228.25,1,1,0,46857.52,0,False,False,73483.90362515654,Low Value
732,0,45,6,98792.4,1,1,0,81491.7,1,True,False,63427.068877883554,Low Value
628,1,40,5,181768.32,2,1,1,129107.97,0,True,False,116125.93913313997,Medium Value
682,0,48,9,101198.01,1,1,1,49732.9,0,False,True,132633.47357022844,Medium Value
746,1,25,9,0.0,2,0,1,88728.47,0,False,False,112806.71216386114,Medium Value
655,0,60,3,0.0,2,1,1,86981.45,0,False,False,71757.78787159883,Low Value
644,0,39,9,0.0,1,1,0,3740.93,0,False,False,94342.45697626287,Low Value
778,1,34,5,139064.06,2,0,0,67949.32,0,False,False,114596.10736470863,Medium Value
617,0,35,2,104508.1,1,1,1,147636.46,0,False,False,81878.00353629765,Low Value
660,1,35,9,113948.58,1,1,0,188891.96,1,True,False,96662.12985764552,Low Value
537,1,47,10,0.0,2,0,1,25482.62,0,False,False,108979.88339811115,Medium Value
554,0,39,10,0.0,2,1,1,18391.93,0,False,False,109198.63702581063,Medium Value
806,1,31,9,0.0,2,0,1,140168.36,0,False,False,108089.66714418092,Medium Value
611,1,37,1,117524.72,2,0,1,161064.29,0,True,False,112507.44188533642,Medium Value
665,0,37,5,160389.82,1,0,1,183542.08,0,False,False,122389.73331734687,Medium Value
648,0,37,7,0.0,2,1,0,194238.92,0,False,False,90576.85421975011,Low Value
692,1,27,1,125547.53,1,0,0,7900.46,0,False,False,51953.99335187234,Low Value
507,1,46,6,92783.68,1,1,1,51424.29,0,False,True,95253.92044424973,Low Value
696,1,49,5,97036.22,2,1,0,152450.84,1,True,False,98206.03637369833,Low Value
681,1,34,3,0.0,2,0,0,55816.2,0,False,False,53419.838535196395,Low Value
687,0,26,6,0.0,2,1,1,32909.13,0,False,False,85254.30563008176,Low Value
641,1,40,5,102145.13,1,1,1,100637.07,0,False,True,99762.5831386003,Low Value
507,0,33,1,113452.66,1,0,0,142911.99,0,False,False,56329.55076933629,Low Value
688,0,46,8,155681.72,1,1,0,26287.21,0,False,True,86759.00068526098,Low Value
535,1,38,8,127475.24,1,0,0,60775.76,1,True,False,74077.06081771666,Low Value
701,1,41,10,0.0,2,1,1,146257.77,0,False,False,115912.62388897988,Medium Value
488,1,43,10,112751.13,1,1,1,28332.0,0,False,False,120689.53557753618,Medium Value
539,0,29,4,0.0,2,1,1,100919.19,0,False,False,80346.22485662537,Low Value
674,1,45,7,144889.18,1,1,1,102591.9,1,False,False,102157.13685020465,Medium Value
538,1,40,8,0.0,2,1,1,25554.4,0,False,True,108112.27365860918,Medium Value
829,0,22,7,150126.44,1,1,0,152107.93,1,False,False,89762.3661688494,Low Value
768,1,54,8,69712.74,1,1,1,69381.05,0,False,False,104581.81827495276,Medium Value
585,0,44,4,0.0,2,0,1,101728.46,0,False,True,80215.63258134296,Low Value
581,1,31,3,0.0,2,0,0,89040.61,0,False,False,67705.78551708131,Low Value
682,0,35,2,117438.92,2,1,1,16910.98,0,True,False,124727.65934251898,Medium Value
653,1,38,8,119315.75,1,1,0,150468.35,0,False,False,99385.41912996986,Low Value
712,0,30,1,89571.59,1,1,1,177613.19,0,False,False,91355.7782443466,Low Value
620,0,34,8,102251.57,1,1,0,120672.09,0,True,False,103957.61250323153,Medium Value
709,1,42,9,118546.71,1,0,1,77142.85,0,False,False,115855.85671925414,Medium Value
832,1,61,2,0.0,1,0,1,127804.66,1,False,False,46381.19240655503,Low Value
635,1,38,0,103257.14,1,0,0,158344.63,0,False,True,50977.69811189486,Low Value
749,0,43,1,124209.02,1,1,1,167179.48,0,False,True,79405.10115512721,Low Value
629,1,32,3,0.0,2,1,1,15404.64,0,False,True,81745.14249470708,Low Value
836,0,41,7,150302.84,1,1,1,156036.19,0,False,True,130871.74590403061,Medium Value
542,1,34,8,108653.93,1,0,1,144725.14,0,False,True,120583.47089145464,Medium Value
645,0,45,8,85325.93,1,0,0,22558.74,0,False,False,91818.8702758998,Low Value
844,0,29,8,0.0,2,0,0,147342.03,0,False,False,80784.88061603444,Low Value
747,1,37,9,135776.36,3,1,0,85470.45,1,True,False,116597.14717642794,Medium Value
645,1,40,6,131411.24,1,1,1,194656.11,0,False,False,106624.17593982174,Medium Value
752,0,36,3,0.0,2,1,1,48505.1,0,False,True,99295.87229601681,Low Value
760,0,41,6,0.0,2,0,0,101491.23,0,False,True,63308.00506168044,Low Value
714,0,45,9,106431.97,2,1,1,164117.69,0,True,False,138664.23594837703,Medium Value
717,1,50,9,90305.76,1,1,1,124626.57,0,False,False,109507.41654343302,Medium Value
645,1,28,7,117466.03,2,1,1,34490.06,0,True,False,135155.14488032955,Medium Value
681,1,32,3,148884.47,2,1,1,90967.37,0,False,False,119741.16994462197,Medium Value
681,0,44,4,91115.76,2,0,0,24208.84,1,True,False,59848.76576454549,Low Value
679,0,37,8,77373.87,2,0,1,174873.09,0,True,False,138226.02574061864,Medium Value
528,1,23,7,104744.89,1,1,0,170262.97,0,False,True,95788.25510013063,Low Value
710,0,31,3,0.0,2,1,1,112289.06,0,False,False,90011.2957512316,Low Value
733,1,39,5,91538.51,1,1,1,93783.0,0,True,False,93062.19156179043,Low Value
724,0,32,6,0.0,2,1,1,150026.79,0,False,False,81511.26827286991,Low Value
726,0,34,0,185734.75,1,1,1,102036.82,0,False,False,111605.69834448161,Medium Value
520,1,30,3,143396.54,2,1,1,898.51,0,False,False,109600.81533406323,Medium Value
556,1,40,5,125909.85,1,1,1,95124.4,0,False,False,116368.95006944732,Medium Value
579,0,45,2,0.0,2,0,0,11514.39,0,False,False,52429.6741680494,Low Value
674,1,36,2,154525.7,1,0,1,27468.72,0,False,False,107794.84887081556,Medium Value
570,0,29,0,0.0,1,1,0,37092.43,0,False,False,13243.106840705077,Low Value
631,1,51,8,100654.8,1,1,0,171587.9,0,False,False,124500.10327537109,Medium Value
623,1,44,1,83325.77,1,0,1,80828.78,0,False,True,79729.46297961561,Low Value
665,1,35,8,110934.54,1,1,0,169287.99,0,False,False,114084.23444407039,Medium Value
523,0,36,8,113680.54,1,0,0,13197.44,0,False,True,85661.34875736448,Low Value
706,1,31,1,117020.08,2,1,0,54439.53,0,True,False,91431.3224266081,Low Value
619,0,49,9,145359.99,1,1,0,38186.85,0,False,False,97202.13403770306,Low Value
593,0,39,8,151391.68,1,1,0,27274.6,1,True,False,89481.46845911605,Low Value
608,1,66,8,123935.35,1,1,1,65758.19,0,False,True,117116.53658737002,Medium Value
526,0,36,0,0.0,2,1,0,97767.63,0,False,False,47092.991247226804,Low Value
684,1,40,2,70291.02,1,1,1,115468.84,1,False,True,68963.92756156117,Low Value
604,0,42,10,166031.45,1,1,0,98293.14,0,True,False,109958.04786535665,Medium Value
636,1,36,6,96643.32,1,0,0,182059.28,0,True,False,84680.60003264643,Low Value
669,0,33,8,0.0,2,0,1,128538.05,0,False,True,109637.41337304118,Medium Value
624,1,71,7,0.0,2,1,1,108841.83,0,False,False,122900.33089456096,Medium Value
631,1,29,2,0.0,2,1,1,18581.84,0,False,False,71678.28558406222,Low Value
753,1,48,4,0.0,2,0,1,146821.42,0,False,False,97862.49021508718,Low Value
588,1,40,5,0.0,2,0,0,100727.68,0,False,False,68561.44956169823,Low Value
729,1,26,4,97268.1,2,1,0,39356.38,0,True,False,118244.27033707559,Medium Value
602,0,42,10,0.0,2,0,0,169921.11,1,False,False,48094.18439641694,Low Value
689,0,55,1,76296.81,1,1,0,42364.75,1,True,False,38441.1493360323,Low Value
486,1,27,7,0.0,2,1,0,28823.04,0,False,True,52598.39319725527,Low Value
809,0,42,6,64497.94,3,0,1,182436.81,1,True,False,78366.03675355943,Low Value
562,1,38,5,0.0,1,1,0,115700.2,0,False,False,60181.5526374138,Low Value
763,0,32,8,0.0,2,1,0,16725.53,0,False,True,86358.99475376951,Low Value
669,1,57,5,0.0,2,1,1,56875.76,0,False,False,85264.98714709359,Low Value
709,1,39,8,0.0,2,1,0,56214.09,0,False,False,83262.23451952296,Low Value
554,0,45,4,0.0,2,1,1,193412.05,0,False,True,123444.0752088551,Medium Value
699,1,37,10,0.0,2,0,0,83263.04,0,False,False,90600.4199436228,Low Value
732,1,54,0,134249.7,1,0,1,13404.4,0,False,True,98671.58433500091,Low Value
625,0,45,3,0.0,1,1,1,184474.15,1,False,False,38186.58816463343,Low Value
599,1,30,9,105443.68,1,1,1,121124.53,0,False,False,125880.00250048723,Medium Value
584,0,50,1,0.0,1,0,1,152567.75,1,False,True,32131.90589933259,Low Value
499,1,35,10,0.0,2,1,0,10722.54,0,False,False,79470.67980724324,Low Value
526,1,38,2,0.0,2,0,0,58010.98,0,False,True,75379.2215864039,Low Value
625,0,35,5,86147.46,2,1,0,163440.8,1,True,False,86785.14035821207,Low Value
537,0,38,1,96939.06,1,1,1,102606.92,0,False,True,85272.17336879075,Low Value
696,1,47,1,106758.6,1,1,1,80591.18,0,False,True,62937.51196867241,Low Value
679,0,33,9,112528.65,2,1,0,177362.45,0,False,False,119798.40932096916,Medium Value
684,1,60,2,116563.58,1,1,0,120257.7,1,False,False,88172.44117286101,Low Value
850,1,32,4,0.0,1,1,1,180622.02,0,False,False,79456.9408003235,Low Value
495,0,42,7,0.0,2,0,0,130404.53,0,False,True,89694.7920646439,Low Value
537,0,38,6,141786.78,1,0,1,147797.54,0,False,True,136299.5088234312,Medium Value
850,1,41,3,136416.82,1,0,1,57844.26,0,False,False,113938.0469902717,Medium Value
513,1,30,5,0.0,2,1,0,162523.66,0,False,False,59815.086817582174,Low Value
618,0,40,1,133245.52,2,1,1,54495.82,0,True,False,78240.83041860534,Low Value
802,0,41,4,90757.64,2,0,1,169183.66,0,True,False,126853.44410330745,Medium Value
547,1,43,1,92350.36,1,0,1,80262.91,0,False,False,71995.54516611743,Low Value
613,1,69,9,78778.49,1,0,1,8751.59,0,True,False,112937.84622265231,Medium Value
592,0,34,6,102143.93,2,1,1,102628.98,0,True,False,105851.61552492763,Medium Value
546,1,29,5,0.0,1,1,1,94823.95,0,False,False,70082.10751435757,Low Value
721,1,37,4,98459.6,1,0,0,90821.66,0,True,False,84478.18305881265,Low Value
671,0,47,7,114603.76,2,1,0,153194.32,1,True,False,93311.94857253159,Low Value
624,1,35,2,0.0,2,1,0,87310.59,0,False,True,44482.55735177103,Low Value
751,0,51,7,148074.79,1,1,0,146411.41,1,True,False,103112.32898513622,Medium Value
636,1,36,1,0.0,3,1,1,74048.1,1,False,True,52351.186583216346,Low Value
607,0,62,8,108004.64,1,1,1,23386.77,1,False,True,70107.13647456106,Low Value
509,0,29,0,107712.57,2,1,1,92898.17,0,True,False,92855.16536043843,Low Value
653,1,35,9,0.0,2,1,1,45956.05,0,False,True,104946.74570831752,Medium Value
709,0,37,8,0.0,3,1,0,71738.56,0,False,True,100084.61559806112,Medium Value
559,1,32,9,145303.52,1,1,0,103560.98,0,False,False,129861.01364422095,Medium Value
684,1,37,4,138476.41,2,1,1,52367.29,0,True,False,120718.7003591697,Medium Value
635,0,27,8,127471.56,1,1,1,152916.05,1,False,False,100293.24330757474,Medium Value
709,1,26,6,156551.63,1,0,1,4410.77,0,False,False,109660.67462520287,Medium Value
656,0,49,9,97092.87,1,1,0,74771.22,1,True,False,86815.49443465477,Low Value
793,1,32,2,0.0,2,1,0,193817.63,1,False,False,44740.41396893724,Low Value
609,1,37,5,129312.79,1,1,1,26793.82,0,False,True,103727.00127247005,Medium Value
618,0,29,10,100315.1,2,1,1,32526.64,0,True,False,112309.19727841445,Medium Value
850,0,35,6,81684.97,1,1,0,824.0,0,False,False,105637.69794066105,Medium Value
669,1,51,3,88827.53,1,0,0,85250.77,1,False,True,35557.579626527324,Low Value
594,1,40,0,152092.44,2,1,1,83508.93,0,True,False,101838.90428756355,Medium Value
616,1,71,4,0.0,2,1,1,173599.38,0,False,True,91756.10933291203,Low Value
676,0,49,1,0.0,1,1,0,79342.31,1,False,False,10000.0,Low Value
608,0,38,9,102406.76,1,0,1,57600.66,0,False,True,101311.80186096228,Medium Value
710,1,21,4,109130.96,2,1,1,56191.99,0,False,False,90836.97740759203,Low Value
695,1,29,5,0.0,2,1,1,6770.44,0,False,False,96162.78103486763,Low Value
530,1,33,9,75242.28,1,0,1,101694.67,0,True,False,104353.39026328415,Medium Value
509,1,29,1,0.0,2,1,0,69113.14,0,False,True,84379.76670967997,Low Value
517,0,45,4,0.0,1,0,0,172674.36,1,False,False,16318.71361242952,Low Value
758,1,33,0,129142.54,2,1,1,26606.28,0,True,False,94422.75011885294,Low Value
665,1,51,2,0.0,1,0,0,53353.36,0,False,False,38029.418756575185,Low Value
631,0,22,6,139129.92,1,1,1,63747.51,0,True,False,120815.89386166187,Medium Value
576,1,33,3,0.0,2,0,1,190112.05,0,False,True,76994.04193457626,Low Value
544,1,22,3,66483.32,1,0,1,110317.39,0,False,True,91384.01176803015,Low Value
596,1,40,5,62389.03,3,1,0,148623.43,1,True,False,65742.80492013616,Low Value
481,0,34,5,0.0,2,1,1,125253.46,0,False,False,68823.03777843702,Low Value
498,1,46,1,91857.66,1,1,0,101954.78,1,False,False,16355.759127090714,Low Value
512,1,31,6,0.0,2,1,0,168462.26,0,False,True,47639.600384753634,Low Value
594,0,56,7,0.0,1,1,0,26215.85,1,False,False,31239.805766299316,Low Value
570,0,30,10,176173.52,1,1,0,97045.32,1,False,False,97838.63465128133,Low Value
721,1,38,7,0.0,1,0,1,53534.8,0,False,True,78036.14767020181,Low Value
453,0,37,4,131834.76,2,1,0,8949.2,0,False,False,109488.57036624593,Medium Value
562,1,48,3,92347.96,1,1,1,163116.75,0,False,False,108702.46131529762,Medium Value
682,1,40,4,0.0,2,1,1,140745.91,0,False,False,84236.20055066598,Low Value
748,1,40,3,95297.11,1,0,0,171515.84,0,False,False,61552.771041696455,Low Value
729,0,32,9,0.0,2,0,0,150803.44,0,False,False,86359.67630333937,Low Value
663,1,39,4,0.0,1,1,0,76884.05,0,False,False,46893.505272995266,Low Value
735,0,53,8,123845.36,2,0,1,170454.93,1,False,False,109729.27845266329,Medium Value
627,1,62,3,143426.34,2,1,1,143104.3,0,True,False,114174.92035322108,Medium Value
713,1,46,5,0.0,1,1,1,55701.62,0,False,False,69202.5100513023,Low Value
562,1,31,2,112708.2,1,0,1,186370.3,0,True,False,91758.6086092269,Low Value
632,1,43,2,100013.51,1,1,0,24275.32,0,False,False,62972.30241421332,Low Value
479,0,33,2,208165.53,1,0,0,50774.81,1,False,False,74545.2109035071,Low Value
658,1,21,7,0.0,2,0,1,154279.87,0,False,True,104951.61939085834,Medium Value
598,0,40,9,0.0,1,1,0,68462.59,1,False,False,36746.76255381012,Low Value
597,1,19,2,0.0,2,1,1,91036.74,0,False,False,90398.2535120844,Low Value
512,0,33,6,121685.31,2,1,1,83681.97,0,False,False,111242.41797791264,Medium Value
704,1,39,2,111525.02,1,1,0,199484.96,0,False,False,63720.79663421596,Low Value
474,1,26,6,0.0,2,0,0,152491.22,0,False,False,77036.98565638061,Low Value
604,1,36,10,113546.3,1,1,1,134875.37,0,True,False,119707.08118702793,Medium Value
683,1,41,6,95696.52,2,1,1,184366.14,0,False,False,129081.16884908867,Medium Value
537,1,28,0,88963.31,2,1,1,189839.93,0,False,False,64843.30078679364,Low Value
794,1,31,0,144880.34,2,0,1,175643.44,0,False,True,133709.7040977968,Medium Value
732,1,55,9,136576.02,1,0,1,3268.17,1,False,False,113663.53329648483,Medium Value
495,0,38,2,63093.01,1,1,1,47089.72,0,False,False,56783.91301004397,Low Value
552,1,38,10,132271.12,2,1,1,46562.02,0,True,False,124817.06891384456,Medium Value
602,0,29,3,88814.4,2,1,1,62487.97,0,False,False,123298.74164917035,Medium Value
607,1,40,5,90594.55,1,0,1,181598.25,0,True,False,95205.8451580245,Low Value
675,0,33,0,141816.25,1,1,0,64815.05,1,True,False,41890.93381520852,Low Value
443,0,54,3,138547.97,1,1,1,70196.23,1,False,False,47184.65567020861,Low Value
727,0,31,2,52192.08,2,0,1,160383.47,0,False,False,92483.78273278134,Low Value
482,1,38,4,124976.19,1,1,0,35848.12,0,False,False,78918.62262197095,Low Value
686,0,34,1,0.0,2,1,0,87278.48,0,False,False,64229.05636123382,Low Value
588,1,35,3,104356.38,1,1,0,94498.82,0,True,False,60626.79806178631,Low Value
605,0,48,10,150315.92,1,0,1,133486.36,0,False,True,121544.47049311269,Medium Value
583,1,39,1,129299.28,2,1,0,73107.6,0,False,False,93395.65401731772,Low Value
738,1,37,7,140950.92,2,1,0,195333.98,0,True,False,138376.37765472478,Medium Value
744,1,30,1,128065.12,1,1,0,121525.48,0,False,True,62873.4245865854,Low Value
781,1,23,2,107433.48,1,1,0,173843.21,0,False,False,96405.27183559688,Low Value
699,1,34,2,117468.67,1,1,0,185227.42,0,False,False,84518.82649784187,Low Value
639,0,27,2,0.0,2,0,0,125244.18,0,False,False,72959.43126889574,Low Value
583,0,27,4,0.0,3,1,0,163113.41,0,False,False,80137.8920617886,Low Value
587,1,42,1,0.0,1,0,0,123006.91,0,False,False,10636.941390144599,Low Value
694,1,40,9,0.0,2,1,0,40463.03,0,False,False,85802.91261220754,Low Value
570,0,29,4,153040.03,1,1,1,131363.57,1,False,False,101867.47702405523,Medium Value
692,1,45,6,142084.04,4,1,0,188305.85,1,True,False,110934.81297099542,Medium Value
511,0,30,5,0.0,2,1,0,143994.86,0,False,False,64456.21477311057,Low Value
788,1,32,4,112079.58,1,0,0,89368.59,0,False,False,87859.42395738827,Low Value
526,1,66,7,132044.6,2,1,1,158365.89,0,False,True,98744.95704157824,Low Value
749,0,46,9,66582.81,1,1,0,78753.12,1,False,True,91617.48250524972,Low Value
691,0,33,6,0.0,2,1,1,100408.31,0,False,False,84511.8242412339,Low Value
481,0,39,6,0.0,1,1,1,24677.54,0,False,False,78647.92678967358,Low Value
752,1,33,4,0.0,2,1,1,39570.78,0,False,False,85406.4175662215,Low Value
658,0,38,6,102895.1,1,0,0,155665.76,0,False,False,109384.68707631232,Medium Value
679,1,42,2,0.0,1,1,1,168294.27,0,False,True,72732.44426913696,Low Value
754,1,27,7,117578.35,2,0,1,87908.01,0,True,False,131147.1671417483,Medium Value
679,1,47,10,198546.1,2,1,0,191198.92,1,False,False,117246.68368976864,Medium Value
633,0,39,2,0.0,2,0,0,191207.03,0,False,True,71878.48961658566,Low Value
674,0,31,1,0.0,1,1,0,128954.05,0,False,False,21444.866352544595,Low Value
600,1,28,2,116623.31,1,0,1,59905.29,0,True,False,101401.42344331072,Medium Value
645,1,49,8,0.0,2,1,0,162012.6,0,False,True,73531.96698134152,Low Value
698,1,36,6,0.0,2,0,1,19231.98,0,False,False,107332.68314347969,Medium Value
508,1,54,10,0.0,1,1,1,175749.36,0,False,True,98221.56891195234,Low Value
555,0,44,3,105770.7,3,1,0,60533.96,1,False,False,84126.6396142013,Low Value
751,0,48,9,0.0,1,1,0,137508.42,1,False,False,56316.20256589664,Low Value
738,0,39,1,94435.45,2,0,1,189430.86,0,False,False,84806.63525830804,Low Value
706,0,39,8,112889.91,1,0,1,6723.66,0,True,False,108741.37123925594,Medium Value
595,0,53,7,0.0,2,1,0,41371.68,1,False,False,59163.53925133658,Low Value
577,0,43,3,127940.47,1,0,0,125140.72,1,True,False,61892.83020831814,Low Value
578,0,36,8,129745.1,1,1,1,143683.75,0,True,False,139343.85686366807,Medium Value
699,1,32,3,0.0,2,1,1,170770.44,0,False,False,90638.11235644606,Low Value
826,0,30,5,0.0,2,0,1,157397.57,0,False,False,86127.48011156807,Low Value
656,0,46,7,141535.52,1,1,0,50595.15,1,True,False,70492.9819473524,Low Value
556,0,47,2,139914.27,1,1,1,50390.98,0,False,False,99618.64348627884,Low Value
569,1,41,4,120243.49,1,1,0,163150.03,1,False,False,35433.64960799874,Low Value
765,1,34,9,91835.16,1,0,0,138280.17,0,False,False,126606.35422747582,Medium Value
544,1,37,2,0.0,2,0,0,135067.02,0,False,True,62511.64163653069,Low Value
588,0,22,9,67178.19,1,1,1,163534.75,1,False,True,102691.69836458647,Medium Value
740,0,31,8,0.0,2,0,0,86657.48,0,False,True,67779.05191028997,Low Value
850,1,38,7,115378.94,1,0,1,162087.82,0,False,True,141324.3979242631,Medium Value
766,1,30,4,127786.28,2,1,1,28879.3,0,True,False,149025.31733233298,Medium Value
849,0,41,6,0.0,2,1,1,169203.51,1,False,False,62285.600135472196,Low Value
612,0,33,0,64900.32,2,1,0,102426.12,0,False,False,77109.9559388452,Low Value
517,1,53,0,109172.88,1,1,0,54676.1,1,True,False,37312.76973624753,Low Value
645,0,55,7,0.0,2,1,1,18369.33,0,False,False,76241.56702102107,Low Value
696,1,43,4,114091.38,1,0,1,159888.1,0,True,False,114327.71806222244,Medium Value
716,0,40,3,0.0,2,0,1,167636.15,0,False,False,96220.68445804817,Low Value
590,1,32,9,0.0,2,1,0,138889.15,0,False,False,81022.04736797385,Low Value
656,0,45,7,145933.27,1,1,1,199392.14,0,False,False,144219.99944306267,Medium Value
473,0,35,7,131504.73,1,1,0,189560.43,0,True,False,81938.58071852964,Low Value
742,0,44,8,107926.02,1,0,1,17375.27,1,True,False,76321.22264260428,Low Value
834,0,57,8,112281.6,3,1,0,140225.14,1,True,False,112975.02234706502,Medium Value
721,1,41,7,0.0,2,0,1,61018.85,0,False,False,99217.37733566726,Low Value
590,1,29,10,0.0,1,1,1,51907.72,1,False,True,60357.426938910736,Low Value
516,0,31,7,0.0,1,1,0,47018.75,0,False,True,70507.88323166264,Low Value
850,1,33,0,124781.67,1,0,1,33700.52,0,False,False,100857.62017059138,Medium Value
748,0,39,9,132865.56,1,1,1,59636.43,1,False,False,117621.4828512082,Medium Value
798,0,38,4,129055.13,1,1,0,157147.59,0,True,False,96279.7027757728,Low Value
612,1,76,6,96166.88,1,1,1,191393.26,0,True,False,117597.42001574009,Medium Value
540,0,40,3,165298.12,1,0,1,199862.75,0,False,False,109810.17996364005,Medium Value
719,0,33,7,0.0,2,1,0,20016.59,0,False,True,103854.48788103915,Medium Value
598,1,48,6,120682.53,1,1,0,30635.52,1,False,False,57601.979958536176,Low Value
796,1,32,5,102773.15,2,0,1,117832.88,0,False,True,149225.36635349976,Medium Value
579,1,42,0,144386.32,1,1,1,22497.1,1,True,False,66274.70896507292,Low Value
850,0,40,7,104449.8,1,1,1,747.88,0,True,False,100369.7285251751,Medium Value
599,1,35,6,137102.65,1,0,0,76870.81,0,False,True,115248.52660586321,Medium Value
724,0,30,9,142475.87,1,1,1,107848.24,0,False,False,137685.9898607395,Medium Value
508,0,43,9,0.0,1,1,0,103726.71,0,False,False,81418.55758056286,Low Value
773,1,37,2,103195.2,2,1,0,178268.36,0,False,True,109847.66142251113,Medium Value
526,1,28,1,112070.44,1,0,1,126281.83,0,False,False,92518.46304974031,Low Value
542,0,29,7,0.0,2,0,1,196651.72,0,False,False,91503.17866224622,Low Value
470,1,35,1,96473.59,1,0,0,5962.3,0,False,False,71199.657732031,Low Value
805,1,37,5,0.0,2,1,0,21928.81,0,False,True,73646.21848945515,Low Value
548,1,49,9,108437.89,1,0,0,127022.87,1,True,False,87009.81782330104,Low Value
672,1,37,5,153195.59,1,1,1,162763.01,0,False,False,97064.51871450245,Low Value
773,1,45,8,96877.21,1,1,1,113950.51,0,False,False,126383.41980411821,Medium Value
614,1,44,6,0.0,2,0,1,104930.46,0,False,False,85382.18849825964,Low Value
537,0,38,10,0.0,1,0,0,52337.97,1,False,False,69117.23444614236,Low Value
704,0,40,6,95452.89,1,0,1,179964.55,0,False,False,120130.43937466913,Medium Value
586,1,41,3,63873.56,1,1,0,83753.64,0,False,True,68465.03535019157,Low Value
677,0,24,0,148298.59,2,0,0,182913.95,0,False,False,102339.88312020266,Medium Value
558,0,31,7,0.0,2,1,0,166720.28,0,False,True,67943.52096547937,Low Value
634,0,37,7,143258.85,2,1,0,192721.98,0,True,False,142988.43748633665,Medium Value
655,1,37,9,121342.24,1,1,1,180241.44,0,True,False,154841.92982100285,High Value
619,0,28,6,99152.73,2,1,0,48475.12,0,True,False,105424.73132657859,Medium Value
662,0,41,4,0.0,2,1,0,126551.48,0,False,False,88130.90202288367,Low Value
705,1,33,7,68423.89,1,1,1,64872.55,0,False,True,97883.81281592959,Low Value
527,0,35,8,0.0,1,1,0,98031.53,1,False,True,32819.89840530022,Low Value
630,0,25,7,79656.81,1,1,0,93524.22,0,True,False,89095.97258474707,Low Value
850,1,35,2,0.0,2,1,1,56991.66,0,False,False,87098.95886041479,Low Value
668,0,53,10,110240.04,1,0,0,183980.56,1,False,False,84874.59342508255,Low Value
573,0,32,9,125321.84,2,1,1,130234.63,0,False,False,146888.7186844218,Medium Value
680,1,27,3,0.0,1,1,0,32454.26,0,False,False,52334.844184880974,Low Value
758,0,32,2,84378.9,1,1,1,75396.43,0,False,False,78318.26789650734,Low Value
597,1,45,7,0.0,2,0,0,167756.45,0,False,False,87439.77420942066,Low Value
580,1,35,10,136281.41,2,1,1,24799.47,0,True,False,154073.11251025827,High Value
622,1,59,5,119380.37,1,1,1,60429.43,0,False,False,109805.3126110847,Medium Value
638,1,62,4,108716.59,2,1,1,74241.09,0,True,False,128458.0660391403,Medium Value
640,0,20,4,0.0,2,0,1,78310.82,0,False,False,69803.58727803658,Low Value
644,1,28,0,0.0,2,1,0,119419.37,0,False,True,57000.17986558222,Low Value
753,0,31,6,106596.29,1,0,0,91305.77,0,False,False,81751.82352323871,Low Value
629,0,37,10,99546.25,3,0,1,25136.95,1,False,False,109637.45170120297,Medium Value
775,0,30,5,0.0,1,1,0,193880.6,1,False,False,33984.05399514652,Low Value
701,0,41,2,0.0,1,1,0,47856.78,0,False,False,34441.548997109065,Low Value
